"cruise_id";"site_id";"profile_id";"profile_depth_min";"profile_depth_max";"sample_include_in_profile";"cast_id";"sample_id";"subsample_id";"cruise_description";"site_lon_start_decimal";"site_lon_end_decimal";"site_lat_start_decimal";"site_lat_end_decimal";"site_water_depth";"published";"profile_date_time";"profile_date_precision";"contributors";"profile_note";"profile_env_data_availability";"profile_env_data_ref_id";"subsample_morpho_data_availability";"subsample_morpho_data_ref_id";"profile_chemical_data_availability";"profile_chemical_data_ref_id";"profile_season";"sample_season";"site_ocean_basin";"cast_min_depth";"cast_max_depth";"cast_night_day";"cast_sampling_device_name";"cast_mesh_size";"cast_net_op_m2";"profile_stratified";"cast_note";"sampling_device_type";"sample_min_depth";"sample_max_depth";"sample_volume_filtered";"sample_segment_length";"sample_date_time_start";"sample_date_start_precision";"sample_date_time_end";"sample_date_end_precision";"subsample_storage_type";"subsample_splitting_type";"subsample_picking_date";"sample_note";"sample_sst";"sample_sss";"sample_in_situ_temperature";"sample_in_situ_salinity";"sample_dcm";"sample_mld";"sample_oxygen";"sample_date_time_start_utc";"sample_date_time_end_utc";"sample_lon";"sample_lat";"subsample_count_type";"subsample_count_digitized";"subsample_sieved_or_measured";"ref_id";"source";"subsample_size_fraction_min";"subsample_size_fraction_max";"subsample_living_or_dead";"subsample_all_shells_present_were_counted";"subsample_absolute_abundance_available";"subsample_note";"count_ref_id";"count_note";"species_name";"count_bin_min";"count_bin_max"
"523BD_2014";"523BD_2014_St1";"523BD_2014_St1_C1";5;10;TRUE;"523BD_2014_St1_C1";"523BD_2014_St1_C1_41";"523BD_2014_St1_C1_41";NA;-41.515;-32.158;41.563;45.087;NA;FALSE;"16/07/2014";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"summer (JJA)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"17/07/2014 00:00";"H";"17/07/2014 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-33.437;44.667;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"100";"150"
"523C_1994";"523C_1994_St1";"523C_1994_St1_C1";5;10;TRUE;"523C_1994_St1_C1";"523C_1994_St1_C1_5";"523C_1994_St1_C1_5";NA;0.7583;10.9783;53.7333;57.74;NA;FALSE;"13/08/1994";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"summer (JJA)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"13/08/1994 00:00";"H";"14/08/1994 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7733;54.0217;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"523Z_2006";"523Z_2006_St1";"523Z_2006_St1_C1";5;10;TRUE;"523Z_2006_St1_C1";"523Z_2006_St1_C1_5";"523Z_2006_St1_C1_5";NA;-35.6675;-25.905;57.59866667;62.63566667;NA;FALSE;"26/04/2006";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"spring (MAM)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"28/04/2006 00:00";"H";"28/04/2006 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-26.90266667;62.15583333;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"523ZB_2006";"523ZB_2006_St1";"523ZB_2006_St1_C1";5;10;TRUE;"523ZB_2006_St1_C1";"523ZB_2006_St1_C1_3";"523ZB_2006_St1_C1_3";NA;-45.1045;-36.3085;51.97833333;57.25183333;NA;FALSE;"25/04/2006";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"spring (MAM)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"26/04/2006 00:00";"H";"26/04/2006 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-36.7345;57.012;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"524BD_2014";"524BD_2014_St1";"524BD_2014_St1_C1";5;10;TRUE;"524BD_2014_St1_C1";"524BD_2014_St1_C1_5";"524BD_2014_St1_C1_5";NA;-40.015;-32.36;41.877;44.872;NA;FALSE;"13/08/2014";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"summer (JJA)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"13/08/2014 00:00";"H";"13/08/2014 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-39.27;42.25;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"524IN_2017";"524IN_2017_St1";"524IN_2017_St1_C1";5;10;TRUE;"524IN_2017_St1_C1";"524IN_2017_St1_C1_4";"524IN_2017_St1_C1_4";NA;-3.697;-5.607;53.638;53.42;NA;FALSE;"06/04/2017";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"spring (MAM)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"06/04/2017 00:00";"H";"06/04/2017 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-4.537;53.6;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"524Z_2006";"524Z_2006_St1";"524Z_2006_St1_C1";5;10;TRUE;"524Z_2006_St1_C1";"524Z_2006_St1_C1_41";"524Z_2006_St1_C1_41";NA;-35.683;-25.6535;57.479;62.858;NA;FALSE;"21/05/2006";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"spring (MAM)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"21/05/2006 00:00";"H";"21/05/2006 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-34.83616667;57.968;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"524Z_2006";"524Z_2006_St1";"524Z_2006_St1_C1";5;10;TRUE;"524Z_2006_St1_C1";"524Z_2006_St1_C1_37";"524Z_2006_St1_C1_37";NA;-35.683;-25.6535;57.479;62.858;NA;FALSE;"21/05/2006";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"spring (MAM)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"21/05/2006 00:00";"H";"21/05/2006 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-33.9775;58.457;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"50";"100"
"524Z_2006";"524Z_2006_St1";"524Z_2006_St1_C1";5;10;TRUE;"524Z_2006_St1_C1";"524Z_2006_St1_C1_15";"524Z_2006_St1_C1_15";NA;-35.683;-25.6535;57.479;62.858;NA;FALSE;"21/05/2006";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"spring (MAM)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"22/05/2006 00:00";"H";"22/05/2006 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-29.028;61.1465;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"524ZC_2006";"524ZC_2006_St1";"524ZC_2006_St1_C1";5;10;TRUE;"524ZC_2006_St1_C1";"524ZC_2006_St1_C1_43";"524ZC_2006_St1_C1_43";NA;-52.55133333;-44.88966667;46.88666667;51.73816667;NA;FALSE;"18/05/2006";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"spring (MAM)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"18/05/2006 00:00";"H";"18/05/2006 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-52.55133333;46.88666667;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"524ZC_2006";"524ZC_2006_St1";"524ZC_2006_St1_C1";5;10;TRUE;"524ZC_2006_St1_C1";"524ZC_2006_St1_C1_7";"524ZC_2006_St1_C1_7";NA;-52.55133333;-44.88966667;46.88666667;51.73816667;NA;FALSE;"18/05/2006";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"spring (MAM)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"19/05/2006 00:00";"H";"19/05/2006 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-45.96583333;50.999;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"525BB_2014";"525BB_2014_St1";"525BB_2014_St1_C1";5;10;TRUE;"525BB_2014_St1_C1";"525BB_2014_St1_C1_13";"525BB_2014_St1_C1_13";NA;-22.902;-12.892;46.937;48.848;NA;FALSE;"12/09/2014";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"autumn (SON)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"13/09/2014 00:00";"H";"13/09/2014 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-20.093;47.538;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"850";"900"
"525BD_2014";"525BD_2014_St1";"525BD_2014_St1_C1";5;10;TRUE;"525BD_2014_St1_C1";"525BD_2014_St1_C1_13";"525BD_2014_St1_C1_13";NA;-40.37;-32.173;41.885;44.867;NA;FALSE;"10/09/2014";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"autumn (SON)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"11/09/2014 00:00";"H";"11/09/2014 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-38.013;42.87;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"526BC_2014";"526BC_2014_St1";"526BC_2014_St1_C1";5;10;TRUE;"526BC_2014_St1_C1";"526BC_2014_St1_C1_25";"526BC_2014_St1_C1_25";NA;-31.802;-22.775;45.05;47.373;NA;FALSE;"09/10/2014";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"autumn (SON)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"10/10/2014 00:00";"H";"10/10/2014 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-26.46;46.498;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"300";"350"
"526LR_2007";"526LR_2007_St1";"526LR_2007_St1_C1";5;10;TRUE;"526LR_2007_St1_C1";"526LR_2007_St1_C1_31";"526LR_2007_St1_C1_31";NA;0.146209955;-3.945058441;54.02152913;59.12619222;NA;FALSE;"16/11/2007";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"autumn (SON)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"16/11/2007 00:00";"H";"16/11/2007 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-0.179494858;54.66045736;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"526Z_2006";"526Z_2006_St1";"526Z_2006_St1_C1";5;10;TRUE;"526Z_2006_St1_C1";"526Z_2006_St1_C1_25";"526Z_2006_St1_C1_25";NA;-35.5005;-25.69733333;57.707;62.73983333;NA;FALSE;"16/07/2006";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"summer (JJA)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"17/07/2006 00:00";"H";"17/07/2006 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-31.48266667;59.86383333;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"850";"900"
"526ZB_2006";"526ZB_2006_St1";"526ZB_2006_St1_C1";5;10;TRUE;"526ZB_2006_St1_C1";"526ZB_2006_St1_C1_39";"526ZB_2006_St1_C1_39";NA;-44.61133333;-36.13433333;52.30366667;57.35666667;NA;FALSE;"15/07/2006";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"summer (JJA)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"15/07/2006 00:00";"H";"15/07/2006 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-43.83666667;52.81333333;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"300";"350"
"527BA_2014";"527BA_2014_St1";"527BA_2014_St1_C1";5;10;TRUE;"527BA_2014_St1_C1";"527BA_2014_St1_C1_35";"527BA_2014_St1_C1_35";NA;-11.748;-1.557;46.832;50.405;NA;FALSE;"08/11/2014";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"autumn (SON)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"09/11/2014 00:00";"H";"09/11/2014 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-4.483;49.722;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"100";"150"
"527SA_2005";"527SA_2005_St1";"527SA_2005_St1_C1";5;10;TRUE;"527SA_2005_St1_C1";"527SA_2005_St1_C1_9";"527SA_2005_St1_C1_9";NA;-3.157470194;-2.464467875;43.83321533;49.91196289;NA;FALSE;"15/02/2005";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"winter (DJF)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"16/02/2005 00:00";"H";"16/02/2005 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-4.148697154;49.1529012;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"527Z_2006";"527Z_2006_St1";"527Z_2006_St1_C1";5;10;TRUE;"527Z_2006_St1_C1";"527Z_2006_St1_C1_19";"527Z_2006_St1_C1_19";NA;-35.5445;-25.76083333;57.67033333;62.70766667;NA;FALSE;"11/08/2006";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"summer (JJA)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"12/08/2006 00:00";"H";"12/08/2006 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-30.14016667;60.54883333;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"850";"900"
"527Z_2006";"527Z_2006_St1";"527Z_2006_St1_C1";5;10;TRUE;"527Z_2006_St1_C1";"527Z_2006_St1_C1_5";"527Z_2006_St1_C1_5";NA;-35.5445;-25.76083333;57.67033333;62.70766667;NA;FALSE;"11/08/2006";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"summer (JJA)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"13/08/2006 00:00";"H";"13/08/2006 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-26.761;62.22783333;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"300";"350"
"527ZC_2006";"527ZC_2006_St1";"527ZC_2006_St1_C1";5;10;TRUE;"527ZC_2006_St1_C1";"527ZC_2006_St1_C1_11";"527ZC_2006_St1_C1_11";NA;-52.69466667;-45.24416667;46.8675;51.9075;NA;FALSE;"09/08/2006";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"summer (JJA)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"10/08/2006 00:00";"H";"10/08/2006 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-47.0895;50.7075;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"300";"350"
"528BA_2014";"528BA_2014_St1";"528BA_2014_St1_C1";5;10;TRUE;"528BA_2014_St1_C1";"528BA_2014_St1_C1_29";"528BA_2014_St1_C1_29";NA;-11.792;-1.845;47.123;50.338;NA;FALSE;"07/12/2014";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"winter (DJF)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"08/12/2014 00:00";"H";"08/12/2014 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-5.752;49.478;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"50";"100"
"528BB_2014";"528BB_2014_St1";"528BB_2014_St1_C1";5;10;TRUE;"528BB_2014_St1_C1";"528BB_2014_St1_C1_11";"528BB_2014_St1_C1_11";NA;-21.853;-13.253;41.927;46.487;NA;FALSE;"06/12/2014";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"winter (DJF)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"06/12/2014 00:00";"H";"06/12/2014 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-20.097;42.975;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"50";"100"
"528C_1995";"528C_1995_St1";"528C_1995_St1_C1";5;10;TRUE;"528C_1995_St1_C1";"528C_1995_St1_C1_5";"528C_1995_St1_C1_5";NA;0.81;11.2883;53.7617;57.7167;NA;FALSE;"10/04/1995";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"spring (MAM)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"11/04/1995 00:00";"H";"11/04/1995 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7833;54.1;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"528SB_2005";"528SB_2005_St1";"528SB_2005_St1_C1";5;10;TRUE;"528SB_2005_St1_C1";"528SB_2005_St1_C1_5";"528SB_2005_St1_C1_5";NA;-9.84472758;-8.695620728;38.86780599;45.88628337;NA;FALSE;"30/12/2005";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"winter (DJF)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"31/12/2005 00:00";"H";"31/12/2005 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-8.951432292;45.24428711;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"529BD_2014";"529BD_2014_St1";"529BD_2014_St1_C1";5;10;TRUE;"529BD_2014_St1_C1";"529BD_2014_St1_C1_7";"529BD_2014_St1_C1_7";NA;-39.82;-32.453;36.045;39.26;NA;FALSE;"31/12/2014";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"winter (DJF)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"31/12/2014 00:00";"H";"31/12/2014 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-38.723;36.515;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"529BD_2015";"529BD_2015_St1";"529BD_2015_St1_C1";5;10;TRUE;"529BD_2015_St1_C1";"529BD_2015_St1_C1_39";"529BD_2015_St1_C1_39";NA;-39.82;-32.453;36.045;39.26;NA;FALSE;"01/01/2015";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"winter (DJF)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"01/01/2015 00:00";"H";"01/01/2015 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;-32.833;39.103;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
"529R_2008";"529R_2008_St1";"529R_2008_St1_C1";5;10;TRUE;"529R_2008_St1_C1";"529R_2008_St1_C1_1";"529R_2008_St1_C1_1";NA;3.485;1.908;52.042;51.838;NA;FALSE;"11/05/2008";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"spring (MAM)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"11/05/2008 00:00";"H";"11/05/2008 00:00";"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;3.485;52.042;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"100";"150"
"529R_2008";"529R_2008_St1";"529R_2008_St1_C1";5;10;TRUE;"529R_2008_St1_C1";"529R_2008_St1_C1_7";"529R_2008_St1_C1_7";NA;3.485;1.908;52.042;51.838;NA;FALSE;"11/05/2008";"D";"Julie Meilland and Gregory Beaugrand";NA;FALSE;NA;FALSE;NA;NA;NA;"spring (MAM)";NA;"North Atlantic Ocean";5;10;NA;"CPR";270;NA;FALSE;NA;"CPR";5;10;3;10;"11/05/2008 00:00";"H";NA;"H";"Formaldehyde";NA;NA;"batten_2003";NA;NA;NA;NA;NA;NA;NA;NA;NA;1.908;51.838;"Bin_Raw";FALSE;NA;"nbadatabase_2017";"https://doi.org/10.17031/7p59-1497 ";270;NA;NA;1;TRUE;NA;"NBAdatabase_2017";"blank=0 forams";"all_species_unID";"0";"0"
