data_type;cruise_id;profile_id;sample_id;sample_min_depth;sample_max_depth;profile_depth_min;profile_depth_max;profile_date_time;cast_net_op_m2;subsample_id;sample_segment_length;subsample_count_type;subsample_size_fraction_min;subsample_size_fraction_max;site_lat_start_decimal;site_lon_start_decimal;sample_volume_filtered;subsample_all_shells_present_were_counted;total_of_forams_counted_ind;sampling_device_type;b_digitata_VT;b_pumilio_VT;b_variabilis_VT;c_nitida_VT;d_anfracta_VT;g_adamsi_VT;g_bulloides_VT;g_calida_VT;g_cavernula_VT;g_conglobatus_VT;g_conglomerata_VT;g_crassaformis_VT;g_elongatus_VT;g_falconensis_VT;g_glutinata_VT;g_hexagona_VT;g_hirsuta_VT;g_inflata_VT;g_cultrata_VT;g_minuta_VT;g_ruber_albus_VT;g_ruber_albus_or_elongatus_VT;g_ruber_any_VT;g_ruber_ruber_VT;g_rubescens_VT;g_scitula_VT;g_siphonifera_VT;g_tenellus_VT;g_theyeri_VT;g_truncatulinoides_VT;g_truncatulinoides_left_VT;g_truncatulinoides_right_VT;g_tumida_VT;g_ungulata_VT;g_uvula_VT;n_vivans_VT;h_digitata_VT;h_pelagica_VT;n_dutertrei_VT;n_incompta_VT;n_pachyderma_VT;n_pachyderma_incompta_VT;o_riedeli_VT;o_universa_VT;p_obliquiloculata_VT;s_dehiscens_VT;t_clarkei_VT;t_fleisheri_VT;t_humilis_VT;t_iota_VT;t_parkerae_VT;t_quinqueloba_VT;t_sacculifer_VT;t_sacculifer_no_sac_VT;t_sacculifer_sac_VT;UnID_VT
205;Net;GYRAFOR-B;GYB-C-T1;GYB-C-T3-N1;118.82;203.56;0;354.86;01/08/2007;0.25;GYB-C-T3-N1;NA;Raw;150;NA;-9.5;92.416;205;1;176;Net;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;52;0;15;0;0;0;0;0;0;0;0;0;0;0;9;12;0;0;0;0;4;0;0;0;0;1;3;0;0;0;0;0;0;0;73;0;0;0
206;Net;GYRAFOR-B;GYB-C-T1;GYB-C-T3-N2;91.425;119.92;0;354.86;01/08/2007;0.25;GYB-C-T3-N2;NA;Raw;150;NA;-9.5;92.416;159;1;107;Net;0;0;0;0;0;0;0;10;0;1;0;0;0;0;0;0;0;0;23;0;18;0;0;0;0;0;0;0;0;0;0;0;10;6;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0
207;Net;GYRAFOR-B;GYB-C-T1;GYB-C-T3-N3;63.335;91.425;0;354.86;01/08/2007;0.25;GYB-C-T3-N3;NA;Raw;150;NA;-9.5;92.416;129;1;1169;Net;0;0;0;0;0;0;0;179;0;11;1;0;0;0;3;0;0;0;221;0;150;0;0;0;0;0;0;0;0;0;0;0;64;52;0;0;0;0;55;0;0;0;0;38;15;14;0;0;0;0;0;0;366;0;0;0
208;Net;GYRAFOR-B;GYB-C-T1;GYB-C-T3-N4;30.14;63.335;0;354.86;01/08/2007;0.25;GYB-C-T3-N4;NA;Raw;150;NA;-9.5;92.416;140;1;2908;Net;0;0;0;0;0;0;0;21;0;63;2;0;0;0;11;0;0;0;686;0;158;0;0;0;0;0;105;3;0;0;0;0;11;28;0;0;0;0;242;0;0;0;0;15;77;1;0;0;0;0;0;0;1485;0;0;0
209;Net;GYRAFOR-B;GYB-C-T1;GYB-C-T3-N5;0;30.14;0;354.86;01/08/2007;0.25;GYB-C-T3-N5;NA;Raw;150;NA;-9.5;92.416;138;1;933;Net;0;0;0;0;0;0;0;61;0;6;0;0;0;0;0;0;0;0;185;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;587;0;0;0
210;Net;GYRAFOR-B;GYB-D-T1;GYB-D-T1-N1;249.835;423.31;0;423.31;02/08/2007;0.25;GYB-D-T1-N1;NA;Raw;150;NA;-12.116;88.533;110;1;80;Net;0;0;0;1;0;0;1;0;0;2;0;0;0;0;3;0;0;0;13;0;14;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;32;0;0;1
211;Net;GYRAFOR-B;GYB-D-T1;GYB-D-T1-N2;139.855;249.835;0;423.31;02/08/2007;0.25;GYB-D-T1-N2;NA;Raw;150;NA;-12.116;88.533;60;1;77;Net;0;0;0;0;0;0;1;3;0;4;0;0;0;0;6;0;0;0;20;0;11;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;7;0;0;0;0;0;0;0;20;0;0;0
212;Net;GYRAFOR-B;GYB-D-T1;GYB-D-T1-N3;89.435;139.855;0;423.31;02/08/2007;0.25;GYB-D-T1-N3;NA;Raw;150;NA;-12.116;88.533;22;1;51;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;7;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;0;0;0;0;0;0;0;9;0;0;0
213;Net;GYRAFOR-B;GYB-D-T1;GYB-D-T1-N4;72.32;91.03;0;423.31;02/08/2007;0.25;GYB-D-T1-N4;NA;Raw;150;NA;-12.116;88.533;10;1;80;Net;0;0;0;0;0;0;0;9;0;1;0;0;0;0;12;0;0;0;14;0;8;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;8;0;0;0
214;Net;GYRAFOR-B;GYB-D-T1;GYB-D-T1-N5;0;76.32;0;423.31;02/08/2007;0.25;GYB-D-T1-N5;NA;Raw;150;NA;-12.116;88.533;30;1;8;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0
215;Net;GYRAFOR-B;GYB-D-T1;GYB-D-T2-N1;89.07;141.38;0;423.31;02/08/2007;0.25;GYB-D-T2-N1;NA;Raw;150;NA;-12.116;88.533;28;1;93;Net;0;0;0;0;0;0;1;8;0;0;0;0;0;0;7;0;0;0;16;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;22;0;0;0;0;0;0;0;18;0;0;0
216;Net;GYRAFOR-B;GYB-D-T1;GYB-D-T2-N2;73.625;89.435;0;423.31;02/08/2007;0.25;GYB-D-T2-N2;NA;Raw;150;NA;-12.116;88.533;8;1;95;Net;0;0;0;0;0;0;0;2;0;2;0;0;0;0;18;0;0;0;14;0;13;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;20;1;0;0;0;0;0;0;15;0;0;0
217;Net;GYRAFOR-B;GYB-D-T1;GYB-D-T2-N3;49.42;73.625;0;423.31;02/08/2007;0.25;GYB-D-T2-N3;NA;Raw;150;NA;-12.116;88.533;15;1;449;Net;0;0;0;0;0;0;1;1;0;10;0;0;0;0;40;0;0;0;18;0;95;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;86;0;0;0;0;0;0;0;168;0;0;0
218;Net;GYRAFOR-B;GYB-D-T1;GYB-D-T2-N4;29.835;49.42;0;423.31;02/08/2007;0.25;GYB-D-T2-N4;NA;Raw;150;NA;-12.116;88.533;10;1;163;Net;0;0;0;0;0;0;1;15;0;1;0;0;0;0;22;0;0;0;6;0;9;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;19;0;0;0;0;0;0;0;84;0;0;0
219;Net;GYRAFOR-B;GYB-D-T1;GYB-D-T2-N5;0;29.835;0;423.31;02/08/2007;0.25;GYB-D-T2-N5;NA;Raw;150;NA;-12.116;88.533;12;1;187;Net;0;0;0;0;0;0;0;14;0;3;0;0;0;0;11;1;0;0;3;0;14;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;61;0;0;0;0;0;0;0;71;0;0;0
220;Net;GYRAFOR-B;GYB-E-T1;GYB-E-T1-N1;266.255;323.48;0;323.48;03/08/2007;0.25;GYB-E-T1-N1;NA;Raw;150;NA;-12.9225;85.353;71;1;37;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;16;0;0;0
221;Net;GYRAFOR-B;GYB-E-T1;GYB-E-T1-N2;218.56;266.255;0;323.48;03/08/2007;0.25;GYB-E-T1-N2;NA;Raw;150;NA;-12.9225;85.353;69;1;53;Net;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;13;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;17;0;0;0
222;Net;GYRAFOR-B;GYB-E-T1;GYB-E-T1-N3;158.72;218.56;0;323.48;03/08/2007;0.25;GYB-E-T1-N3;NA;Raw;150;NA;-12.9225;85.353;46;1;28;Net;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;7;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;9;0;0;0
223;Net;GYRAFOR-B;GYB-E-T1;GYB-E-T1-N4;131.06;158.72;0;323.48;03/08/2007;0.25;GYB-E-T1-N4;NA;Raw;150;NA;-12.9225;85.353;39;1;127;Net;0;0;0;0;0;0;0;6;0;1;0;0;0;0;4;0;0;0;11;0;24;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;26;1;0;0;0;0;0;0;45;0;0;0
224;Net;GYRAFOR-B;GYB-E-T1;GYB-E-T2-N1;93.405;131.06;0;323.48;03/08/2007;0.25;GYB-E-T2-N1;NA;Raw;150;NA;-12.9225;85.353;48;1;83;Net;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;22;0;20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;12;4;0;0;0;0;0;0;17;0;0;1
225;Net;GYRAFOR-B;GYB-E-T1;GYB-E-T2-N2;75.47;93.405;0;323.48;03/08/2007;0.25;GYB-E-T2-N2;NA;Raw;150;NA;-12.9225;85.353;14;1;153;Net;0;0;0;0;0;0;0;4;0;0;1;0;0;0;2;0;0;0;26;0;13;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;5;0;0;0;0;0;0;85;0;0;0
226;Net;GYRAFOR-B;GYB-E-T1;GYB-E-T2-N3;35.285;75.47;0;323.48;03/08/2007;0.25;GYB-E-T2-N3;NA;Raw;150;NA;-12.9225;85.353;49;1;627;Net;0;0;0;0;0;0;0;5;0;0;1;0;0;0;16;6;0;0;49;0;4;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;201;0;0;0;0;0;0;0;310;0;0;0
227;Net;GYRAFOR-B;GYB-E-T1;GYB-E-T2-N4;0;35.285;0;323.48;03/08/2007;0.25;GYB-E-T2-N4;NA;Raw;150;NA;-12.9225;85.353;24;1;214;Net;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;16;0;3;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;83;1;0;0;0;0;0;0;90;0;0;0
228;Net;GYRAFOR-B;GYB-F-T2;GYB-F-T2-N1;131.86;167.3;0;167.3;04/08/2007;0.25;GYB-F-T2-N1;NA;Raw;150;NA;-14.213;80.216;67;1;2;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
229;Net;GYRAFOR-B;GYB-F-T2;GYB-F-T2-N2;88.22;131.86;0;167.3;04/08/2007;0.25;GYB-F-T2-N2;NA;Raw;150;NA;-14.213;80.216;73;1;73;Net;0;0;0;0;0;0;0;12;0;1;0;0;0;0;0;0;0;0;11;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;0;0;0;0;0;0;19;0;0;0
230;Net;GYRAFOR-B;GYB-F-T2;GYB-F-T2-N3;53.91;88.22;0;167.3;04/08/2007;0.25;GYB-F-T2-N3;NA;Raw;150;NA;-14.213;80.216;33;1;85;Net;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;27;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;26;0;0;0
231;Net;GYRAFOR-B;GYB-F-T2;GYB-F-T2-N4;35.98;53.91;0;167.3;04/08/2007;0.25;GYB-F-T2-N4;NA;Raw;150;NA;-14.213;80.216;52;1;159;Net;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;28;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;57;0;0;0
232;Net;GYRAFOR-B;GYB-F-T2;GYB-F-T2-N5;0;35.98;0;167.3;04/08/2007;0.25;GYB-F-T2-N5;NA;Raw;150;NA;-14.213;80.216;83;1;416;Net;0;0;0;0;0;0;0;44;0;0;0;0;0;0;1;0;0;0;68;0;2;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;121;0;0;0;0;0;0;0;173;0;0;0
233;Net;GYRAFOR-B;GYB-F-T2;GYB-F-T3-N1;250.445;321.57;0;167.3;04/08/2007;0.25;GYB-F-T3-N1;NA;Raw;150;NA;-14.213;80.216;84;1;73;Net;0;0;0;0;0;0;0;3;0;0;1;0;0;0;1;0;0;0;15;0;7;0;0;0;0;0;6;0;0;0;0;0;2;0;0;0;0;0;6;0;0;0;0;0;7;1;0;0;0;0;0;0;24;0;0;0
234;Net;GYRAFOR-B;GYB-F-T2;GYB-F-T3-N2;194.38;250.445;0;167.3;04/08/2007;0.25;GYB-F-T3-N2;NA;Raw;150;NA;-14.213;80.216;53;1;32;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;11;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;5;1;0;0;0;0;0;0;5;0;0;0
235;Net;GYRAFOR-B;GYB-F-T2;GYB-F-T3-N3;167.605;194.38;0;167.3;04/08/2007;0.25;GYB-F-T3-N3;NA;Raw;150;NA;-14.213;80.216;29;1;21;Net;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;6;0;0;0
236;Net;GYRAFOR-B;GYB-F-T2;GYB-F-T3-N4;57.16;167.605;0;167.3;04/08/2007;0.25;GYB-F-T3-N4;NA;Raw;150;NA;-14.213;80.216;103;1;516;Net;0;0;0;1;0;0;0;44;0;1;0;0;0;0;2;0;0;0;96;0;19;0;0;0;0;0;59;0;0;0;0;0;23;0;0;0;0;0;19;0;0;0;0;0;130;7;0;0;0;0;0;0;115;0;0;0
237;Net;GYRAFOR-B;GYB-G-T1;GYB-G-T1-N1;184.955;302.99;0;302.99;05/08/2007;0.25;GYB-G-T1-N1;NA;Raw;150;NA;-15.083;76.745;133;1;84;Net;0;0;0;0;0;0;0;0;0;2;0;1;0;0;6;0;0;0;31;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;28;0;0;0
238;Net;GYRAFOR-B;GYB-G-T1;GYB-G-T1-N2;124.27;184.955;0;302.99;05/08/2007;0.25;GYB-G-T1-N2;NA;Raw;150;NA;-15.083;76.745;60;1;34;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;9;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;15;0;0;0
239;Net;GYRAFOR-B;GYB-G-T1;GYB-G-T1-N3;116.65;124.27;0;302.99;05/08/2007;0.25;GYB-G-T1-N3;NA;Raw;150;NA;-15.083;76.745;17;1;30;Net;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;7;0;0;0
240;Net;GYRAFOR-B;GYB-G-T1;GYB-G-T2-N1;100.01;116.65;0;302.99;05/08/2007;0.25;GYB-G-T2-N1;NA;Raw;150;NA;-15.083;76.745;46;1;132;Net;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;33;0;0;0
241;Net;GYRAFOR-B;GYB-G-T1;GYB-G-T2-N2;82.79;100.01;0;302.99;05/08/2007;0.25;GYB-G-T2-N2;NA;Raw;150;NA;-15.083;76.745;32;1;241;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;17;0;0;0;0;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;13;0;0;0;0;0;0;0;44;0;0;0
242;Net;GYRAFOR-B;GYB-G-T1;GYB-G-T2-N3;70.705;82.79;0;302.99;05/08/2007;0.25;GYB-G-T2-N3;NA;Raw;150;NA;-15.083;76.745;18;1;199;Net;0;0;0;0;0;0;0;4;0;1;1;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;78;0;0;0
243;Net;GYRAFOR-B;GYB-G-T1;GYB-G-T2-N4;43.28;70.705;0;302.99;05/08/2007;0.25;GYB-G-T2-N4;NA;Raw;150;NA;-15.083;76.745;40;1;344;Net;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;0;0;0;13;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;182;0;0;0
244;Net;GYRAFOR-B;GYB-G-T1;GYB-G-T2-N5;0;43.28;0;302.99;05/08/2007;0.25;GYB-G-T2-N5;NA;Raw;150;NA;-15.083;76.745;71;1;388;Net;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;20;0;2;0;0;0;0;0;124;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;58;0;0;0;0;0;0;0;176;0;0;0
245;Net;GYRAFOR-B;GYB-I-T4;GYB-I-T4-N1;323.985;323.985;0;402.91;06/08/2007;0.25;GYB-I-T4-N1;NA;Raw;150;NA;-15.96;73.27;216;1;6;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0
246;Net;GYRAFOR-B;GYB-I-T4;GYB-I-T4-N2;250.91;323.985;0;402.91;06/08/2007;0.25;GYB-I-T4-N2;NA;Raw;150;NA;-15.96;73.27;175;1;10;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0
247;Net;GYRAFOR-B;GYB-I-T4;GYB-I-T4-N3;162.635;250.91;0;402.91;06/08/2007;0.25;GYB-I-T4-N3;NA;Raw;150;NA;-15.96;73.27;109;1;2;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
248;Net;GYRAFOR-B;GYB-I-T4;GYB-I-T5-N1;137.17;162.635;0;402.91;06/08/2007;0.25;GYB-I-T5-N1;NA;Raw;150;NA;-15.96;73.27;29;1;10;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
249;Net;GYRAFOR-B;GYB-I-T4;GYB-I-T5-N2;108.335;137.17;0;402.91;06/08/2007;0.25;GYB-I-T5-N2;NA;Raw;150;NA;-15.96;73.27;26;1;9;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
250;Net;GYRAFOR-B;GYB-I-T4;GYB-I-T5-N3;87.47;108.335;0;402.91;06/08/2007;0.25;GYB-I-T5-N3;NA;Raw;150;NA;-15.96;73.27;19;1;4;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
251;Net;GYRAFOR-B;GYB-I-T4;GYB-I-T5-N4;31.805;87.47;0;402.91;06/08/2007;0.25;GYB-I-T5-N4;NA;Raw;150;NA;-15.96;73.27;59;1;331;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;1;89;0;0;0;12;0;2;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;102;0;0;0;0;0;0;0;81;0;0;0
252;Net;GYRAFOR-B;GYB-I-T4;GYB-I-T5-N5;0;31.805;0;402.91;06/08/2007;0.25;GYB-I-T5-N5;NA;Raw;150;NA;-15.96;73.27;23;1;137;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;3;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;34;0;0;0;0;0;0;0;40;0;0;0
253;Net;GYRAFOR-B;GYB-J-T1;GYB-J-T1-N1;232.94;362.71;0;362.71;07/08/2007;0.25;GYB-J-T1-N1;NA;Raw;150;NA;-16.7;70.266;141;1;12;Net;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0
254;Net;GYRAFOR-B;GYB-J-T1;GYB-J-T1-N2;178.98;232.94;0;362.71;07/08/2007;0.25;GYB-J-T1-N2;NA;Raw;150;NA;-16.7;70.266;60;1;18;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;3;0;0;0
255;Net;GYRAFOR-B;GYB-J-T1;GYB-J-T1-N3;140.615;178.98;0;362.71;07/08/2007;0.25;GYB-J-T1-N3;NA;Raw;150;NA;-16.7;70.266;42;1;13;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
256;Net;GYRAFOR-B;GYB-J-T1;GYB-J-T1-N4;114.245;140.615;0;362.71;07/08/2007;0.25;GYB-J-T1-N4;NA;Raw;150;NA;-16.7;70.266;24;1;18;Net;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0
257;Net;GYRAFOR-B;GYB-J-T1;GYB-J-T2-N1;114.195;114.245;0;362.71;07/08/2007;0.25;GYB-J-T2-N1;NA;Raw;150;NA;-16.7;70.266;73;1;151;Net;0;0;0;0;0;0;0;11;0;0;0;0;0;0;39;0;0;0;9;0;39;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;7;13;0;0;0;0;0;0;0;9;0;0;0
258;Net;GYRAFOR-B;GYB-J-T1;GYB-J-T2-N2;90.975;114.195;0;362.71;07/08/2007;0.25;GYB-J-T2-N2;NA;Raw;150;NA;-16.7;70.266;26;1;57;Net;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;2;20;0;0;0;0;0;0;0;4;0;0;0
259;Net;GYRAFOR-B;GYB-J-T1;GYB-J-T2-N3;58.75;90.975;0;362.71;07/08/2007;0.25;GYB-J-T2-N3;NA;Raw;150;NA;-16.7;70.266;35;1;219;Net;0;0;0;0;0;0;0;24;0;0;0;0;0;0;32;0;0;0;16;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;3;65;0;0;0;0;0;0;0;6;0;0;0
260;Net;GYRAFOR-B;GYB-J-T1;GYB-J-T2-N4;28.66;58.75;0;362.71;07/08/2007;0.25;GYB-J-T2-N4;NA;Raw;150;NA;-16.7;70.266;25;1;203;Net;0;0;0;0;0;0;0;16;0;0;0;0;0;0;27;0;0;0;9;0;35;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;40;0;0;0;0;5;56;5;0;0;0;0;0;0;6;0;0;0
261;Net;GYRAFOR-B;GYB-J-T1;GYB-J-T2-N5;0;28.66;0;362.71;07/08/2007;0.25;GYB-J-T2-N5;NA;Raw;150;NA;-16.7;70.266;25;1;78;Net;0;0;0;0;0;0;0;13;0;0;0;0;0;0;5;0;0;0;2;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;38;0;0;0;0;0;0;0;1;0;0;0
262;Net;MONOPOL;MONOPOL_MONO1_T1_N1;MONOPOL_MONO1_T1_N1_S1;80;100;0;400;27/05/2012;0.25;MONOPOL_MONO1_T1_N1_S1;NA;Absolute;100;NA;7.98;89.4;6;1;72;Net;0;0;0;0;0;0;0.5;0.3;0;0.2;0.2;0;0;0;0;0;0;0;1.2;0;2.2;0;0;0;0.3;0;1.5;0.2;0;0;0;0;0;0;0;0;0;0;3.3;0;0;0;0;0;0.2;0;0;0;0;0;0;0;2;0;0;0
263;Net;MONOPOL;MONOPOL_MONO1_T1_N1;MONOPOL_MONO1_T1_N2_S1;60;80;0;400;27/05/2012;0.25;MONOPOL_MONO1_T1_N2_S1;NA;Absolute;100;NA;7.98;89.4;10;1;43;Net;0;0;0;0;0;0;0;0;0;0.2;0.4;0;0;0;0.3;0;0;0;0.4;0;0.1;0;0;0;0.2;0;0.3;0;0;0;0;0;0;0;0;0;0;0;1.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0
264;Net;MONOPOL;MONOPOL_MONO1_T1_N1;MONOPOL_MONO1_T1_N3_S1;40;60;0;400;27/05/2012;0.25;MONOPOL_MONO1_T1_N3_S1;NA;Absolute;100;NA;7.98;89.4;6;1;50;Net;0;0;0;0;0;0;0.3;0;0;0.7;0;0;0;0;0;0;0;0;2;0;0.7;0;0;0;0.2;0;0.7;0.2;0;0;0;0;0;0;0;0;0;0;2.3;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0.7;0;0;0
