data_type;cruise_id;profile_id;sample_id;sample_min_depth;sample_max_depth;profile_depth_min;profile_depth_max;profile_date_time;cast_net_op_m2;subsample_id;sample_segment_length;subsample_count_type;subsample_size_fraction_min;subsample_size_fraction_max;site_lat_start_decimal;site_lon_start_decimal;sample_volume_filtered;subsample_all_shells_present_were_counted;total_of_forams_counted_ind;sampling_device_type;b_digitata_VT;b_pumilio_VT;b_variabilis_VT;c_nitida_VT;d_anfracta_VT;g_adamsi_VT;g_bulloides_VT;g_calida_VT;g_cavernula_VT;g_conglobatus_VT;g_conglomerata_VT;g_crassaformis_VT;g_elongatus_VT;g_falconensis_VT;g_glutinata_VT;g_hexagona_VT;g_hirsuta_VT;g_inflata_VT;g_cultrata_VT;g_minuta_VT;g_ruber_albus_VT;g_ruber_albus_or_elongatus_VT;g_ruber_any_VT;g_ruber_ruber_VT;g_rubescens_VT;g_scitula_VT;g_siphonifera_VT;g_tenellus_VT;g_theyeri_VT;g_truncatulinoides_VT;g_truncatulinoides_left_VT;g_truncatulinoides_right_VT;g_tumida_VT;g_ungulata_VT;g_uvula_VT;n_vivans_VT;h_digitata_VT;h_pelagica_VT;n_dutertrei_VT;n_incompta_VT;n_pachyderma_VT;n_pachyderma_incompta_VT;o_riedeli_VT;o_universa_VT;p_obliquiloculata_VT;s_dehiscens_VT;t_clarkei_VT;t_fleisheri_VT;t_humilis_VT;t_iota_VT;t_parkerae_VT;t_quinqueloba_VT;t_sacculifer_VT;t_sacculifer_no_sac_VT;t_sacculifer_sac_VT;UnID_VT
1178;Net;M21-5;M21-5_741B1_1;M21-5_743B2_S1;300;500;0;2500;12/07/1992;0.25;M21-5_743B2_1_S1_250-315;NA;Raw;250;315;72.36;-7.68;50;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1179;Net;M21-5;M21-5_741B1_1;M21-5_743B2_S1;300;500;0;2500;12/07/1992;0.25;M21-5_743B2_1_S1_315;NA;Raw;315;NA;72.36;-7.68;50;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1180;Net;M21-5;M21-5_741B1_1;M21-5_743B3_S1;200;300;0;2500;12/07/1992;0.25;M21-5_743B3_1_S1_100-125;NA;Raw;100;125;72.36;-7.68;25;1;250;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;205;0;0;0;0
1181;Net;M21-5;M21-5_741B1_1;M21-5_743B3_S1;200;300;0;2500;12/07/1992;0.25;M21-5_743B3_1_S1_125-150;NA;Raw;125;150;72.36;-7.68;25;1;141;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;115;0;0;0;0
1182;Net;M21-5;M21-5_741B1_1;M21-5_743B3_S1;200;300;0;2500;12/07/1992;0.25;M21-5_743B3_1_S1_150-200;NA;Raw;150;200;72.36;-7.68;25;1;82;Net;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0
1183;Net;M21-5;M21-5_741B1_1;M21-5_743B3_S1;200;300;0;2500;12/07/1992;0.25;M21-5_743B3_1_S1_200-250;NA;Raw;200;250;72.36;-7.68;25;1;9;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1184;Net;M21-5;M21-5_741B1_1;M21-5_743B3_S1;200;300;0;2500;12/07/1992;0.25;M21-5_743B3_1_S1_250-315;NA;Raw;250;315;72.36;-7.68;25;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1185;Net;M21-5;M21-5_741B1_1;M21-5_743B3_S1;200;300;0;2500;12/07/1992;0.25;M21-5_743B3_1_S1_315;NA;Raw;315;NA;72.36;-7.68;25;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1186;Net;M21-5;M21-5_741B1_1;M21-5_743B4_S1;100;200;0;2500;12/07/1992;0.25;M21-5_743B4_1_S1_100-125;NA;Raw;100;125;72.36;-7.68;25;1;578;Net;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;492;0;0;0;0
1187;Net;M21-5;M21-5_741B1_1;M21-5_743B4_S1;100;200;0;2500;12/07/1992;0.25;M21-5_743B4_1_S1_125-150;NA;Raw;125;150;72.36;-7.68;25;1;456;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;395;0;0;0;0
1188;Net;M21-5;M21-5_741B1_1;M21-5_743B4_S1;100;200;0;2500;12/07/1992;0.25;M21-5_743B4_1_S1_150-200;NA;Raw;150;200;72.36;-7.68;25;1;187;Net;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0
1189;Net;M21-5;M21-5_741B1_1;M21-5_743B4_S1;100;200;0;2500;12/07/1992;0.25;M21-5_743B4_1_S1_200-250;NA;Raw;200;250;72.36;-7.68;25;1;43;Net;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1190;Net;M21-5;M21-5_741B1_1;M21-5_743B4_S1;100;200;0;2500;12/07/1992;0.25;M21-5_743B4_1_S1_250-315;NA;Raw;250;315;72.36;-7.68;25;1;3;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1191;Net;M21-5;M21-5_741B1_1;M21-5_743B4_S1;100;200;0;2500;12/07/1992;0.25;M21-5_743B4_1_S1_315;NA;Raw;315;NA;72.36;-7.68;25;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1192;Net;M33-1;M33-1_1028B1_1;M33-1_1028B1_S1;80;100;0;2500;16/10/1995;0.25;M33-1_1028B1_1_S1_100-125;NA;Raw;100;125;15.89;68.79;5;1;71;Net;0;0;0;0;5;0;5;0;0;0;0;0;0;4;8;0;0;0;0;6;1;0;0;0;8;1;1;4;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;22;3;0;0;0
1193;Net;M33-1;M33-1_1028B1_1;M33-1_1028B1_S1;80;100;0;2500;16/10/1995;0.25;M33-1_1028B1_1_S1_125-150;NA;Raw;125;150;15.89;68.79;5;1;17;Net;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;3;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1194;Net;M33-1;M33-1_1028B1_1;M33-1_1028B1_S1;80;100;0;2500;16/10/1995;0.25;M33-1_1028B1_1_S1_150-200;NA;Raw;150;200;15.89;68.79;5;1;3;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1195;Net;M33-1;M33-1_1028B1_1;M33-1_1028B1_S1;80;100;0;2500;16/10/1995;0.25;M33-1_1028B1_1_S1_200-250;NA;Raw;200;250;15.89;68.79;5;1;2;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1196;Net;M33-1;M33-1_1028B1_1;M33-1_1028B1_S1;80;100;0;2500;16/10/1995;0.25;M33-1_1028B1_1_S1_250-315;NA;Raw;250;315;15.89;68.79;5;1;3;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
1197;Net;M33-1;M33-1_1028B1_1;M33-1_1028B1_S1;80;100;0;2500;16/10/1995;0.25;M33-1_1028B1_1_S1_315;NA;Raw;315;NA;15.89;68.79;5;1;2;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1198;Net;M33-1;M33-1_1028B1_1;M33-1_1028B2_S1;60;80;0;2500;16/10/1995;0.25;M33-1_1028B2_1_S1_100-125;NA;Raw;100;125;15.89;68.79;5;1;16;Net;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1199;Net;M33-1;M33-1_1028B1_1;M33-1_1028B2_S1;60;80;0;2500;16/10/1995;0.25;M33-1_1028B2_1_S1_125-150;NA;Raw;125;150;15.89;68.79;5;1;11;Net;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1200;Net;M33-1;M33-1_1028B1_1;M33-1_1028B2_S1;60;80;0;2500;16/10/1995;0.25;M33-1_1028B2_1_S1_150-200;NA;Raw;150;200;15.89;68.79;5;1;16;Net;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;13;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1201;Net;M33-1;M33-1_1028B1_1;M33-1_1028B2_S1;60;80;0;2500;16/10/1995;0.25;M33-1_1028B2_1_S1_200-250;NA;Raw;200;250;15.89;68.79;5;1;4;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1202;Net;M33-1;M33-1_1028B1_1;M33-1_1028B2_S1;60;80;0;2500;16/10/1995;0.25;M33-1_1028B2_1_S1_250-315;NA;Raw;250;315;15.89;68.79;5;1;1;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1203;Net;M33-1;M33-1_1028B1_1;M33-1_1028B2_S1;60;80;0;2500;16/10/1995;0.25;M33-1_1028B2_1_S1_315;NA;Raw;315;NA;15.89;68.79;5;1;1;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1204;Net;M33-1;M33-1_1028B1_1;M33-1_1028B3_S1;40;60;0;2500;16/10/1995;0.25;M33-1_1028B3_1_S1_100-125;NA;Raw;100;125;15.89;68.79;5;1;4;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1205;Net;M33-1;M33-1_1028B1_1;M33-1_1028B3_S1;40;60;0;2500;16/10/1995;0.25;M33-1_1028B3_1_S1_125-150;NA;Raw;125;150;15.89;68.79;5;1;11;Net;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
1206;Net;M33-1;M33-1_1028B1_1;M33-1_1028B3_S1;40;60;0;2500;16/10/1995;0.25;M33-1_1028B3_1_S1_150-200;NA;Raw;150;200;15.89;68.79;5;1;7;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1207;Net;M33-1;M33-1_1028B1_1;M33-1_1028B3_S1;40;60;0;2500;16/10/1995;0.25;M33-1_1028B3_1_S1_200-250;NA;Raw;200;250;15.89;68.79;5;1;4;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1208;Net;M33-1;M33-1_1028B1_1;M33-1_1028B3_S1;40;60;0;2500;16/10/1995;0.25;M33-1_1028B3_1_S1_250-315;NA;Raw;250;315;15.89;68.79;5;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1209;Net;M33-1;M33-1_1028B1_1;M33-1_1028B3_S1;40;60;0;2500;16/10/1995;0.25;M33-1_1028B3_1_S1_315;NA;Raw;315;NA;15.89;68.79;5;1;4;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1210;Net;M33-1;M33-1_1028B1_1;M33-1_1028B4_S1;20;40;0;2500;16/10/1995;0.25;M33-1_1028B4_1_S1_100-125;NA;Raw;100;125;15.89;68.79;5;1;69;Net;0;0;0;0;1;0;3;0;0;0;0;0;0;0;22;0;0;0;0;4;4;0;0;0;7;0;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0
1211;Net;M33-1;M33-1_1028B1_1;M33-1_1028B4_S1;20;40;0;2500;16/10/1995;0.25;M33-1_1028B4_1_S1_125-150;NA;Raw;125;150;15.89;68.79;5;1;12;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
1212;Net;M33-1;M33-1_1028B1_1;M33-1_1028B4_S1;20;40;0;2500;16/10/1995;0.25;M33-1_1028B4_1_S1_1315;NA;Raw;315;NA;15.89;68.79;5;1;5;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1213;Net;M33-1;M33-1_1028B1_1;M33-1_1028B4_S1;20;40;0;2500;16/10/1995;0.25;M33-1_1028B4_1_S1_150-200;NA;Raw;150;200;15.89;68.79;5;1;12;Net;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1214;Net;M33-1;M33-1_1028B1_1;M33-1_1028B4_S1;20;40;0;2500;16/10/1995;0.25;M33-1_1028B4_1_S1_200-250;NA;Raw;200;250;15.89;68.79;5;1;5;Net;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1215;Net;M33-1;M33-1_1028B1_1;M33-1_1028B4_S1;20;40;0;2500;16/10/1995;0.25;M33-1_1028B4_1_S1_250-315;NA;Raw;250;315;15.89;68.79;5;1;8;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1216;Net;M33-1;M33-1_1028B1_1;M33-1_1028B5_S1;0;20;0;2500;16/10/1995;0.25;M33-1_1028B5_1_S1_100-125;NA;Raw;100;125;15.89;68.79;5;1;218;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;26;12;0;0;0;34;0;4;10;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;52;8;0;0;2
1217;Net;M33-1;M33-1_1028B1_1;M33-1_1028B5_S1;0;20;0;2500;16/10/1995;0.25;M33-1_1028B5_1_S1_125-150;NA;Raw;125;150;15.89;68.79;5;1;40;Net;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;4;11;0;0;0;11;0;5;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1218;Net;M33-1;M33-1_1028B1_1;M33-1_1028B5_S1;0;20;0;2500;16/10/1995;0.25;M33-1_1028B5_1_S1_150-200;NA;Raw;150;200;15.89;68.79;5;1;17;Net;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1219;Net;M33-1;M33-1_1028B1_1;M33-1_1028B5_S1;0;20;0;2500;16/10/1995;0.25;M33-1_1028B5_1_S1_200-250;NA;Raw;200;250;15.89;68.79;5;1;8;Net;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1220;Net;M33-1;M33-1_1028B1_1;M33-1_1028B5_S1;0;20;0;2500;16/10/1995;0.25;M33-1_1028B5_1_S1_250-315;NA;Raw;250;315;15.89;68.79;5;1;3;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1221;Net;M33-1;M33-1_1028B1_1;M33-1_1028B5_S1;0;20;0;2500;16/10/1995;0.25;M33-1_1028B5_1_S1_315;NA;Raw;315;NA;15.89;68.79;5;1;11;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1222;Net;M33-1;M33-1_1028B1_1;M33-1_1029B1_S1;500;700;0;2500;16/10/1995;0.25;M33-1_1029B1_1_S1_100-125;NA;Raw;100;125;15.8;68.65;50;1;22;Net;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0
1223;Net;M33-1;M33-1_1028B1_1;M33-1_1029B1_S1;500;700;0;2500;16/10/1995;0.25;M33-1_1029B1_1_S1_125-150;NA;Raw;125;150;15.8;68.65;50;1;21;Net;0;0;0;0;0;0;2;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1224;Net;M33-1;M33-1_1028B1_1;M33-1_1029B1_S1;500;700;0;2500;16/10/1995;0.25;M33-1_1029B1_1_S1_150-200;NA;Raw;150;200;15.8;68.65;50;1;10;Net;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1225;Net;M33-1;M33-1_1028B1_1;M33-1_1029B1_S1;500;700;0;2500;16/10/1995;0.25;M33-1_1029B1_1_S1_200-250;NA;Raw;200;250;15.8;68.65;50;1;4;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1226;Net;M33-1;M33-1_1028B1_1;M33-1_1029B1_S1;500;700;0;2500;16/10/1995;0.25;M33-1_1029B1_1_S1_250-315;NA;Raw;250;315;15.8;68.65;50;1;2;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1227;Net;M33-1;M33-1_1028B1_1;M33-1_1029B1_S1;500;700;0;2500;16/10/1995;0.25;M33-1_1029B1_1_S1_315;NA;Raw;315;NA;15.8;68.65;50;1;1;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1228;Net;M33-1;M33-1_1028B1_1;M33-1_1029B2_S1;300;500;0;2500;16/10/1995;0.25;M33-1_1029B2_1_S1_100-125;NA;Raw;100;125;15.8;68.65;50;1;71;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;5;0;0;0;8;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;0;0;0
1229;Net;M33-1;M33-1_1028B1_1;M33-1_1029B2_S1;300;500;0;2500;16/10/1995;0.25;M33-1_1029B2_1_S1_125-150;NA;Raw;125;150;15.8;68.65;50;1;27;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;2;3;0;0;0;11;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0
1230;Net;M33-1;M33-1_1028B1_1;M33-1_1029B2_S1;300;500;0;2500;16/10/1995;0.25;M33-1_1029B2_1_S1_150-200;NA;Raw;150;200;15.8;68.65;50;1;17;Net;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;6;0;0;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1231;Net;M33-1;M33-1_1028B1_1;M33-1_1029B2_S1;300;500;0;2500;16/10/1995;0.25;M33-1_1029B2_1_S1_200-250;NA;Raw;200;250;15.8;68.65;50;1;4;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1232;Net;M33-1;M33-1_1028B1_1;M33-1_1029B2_S1;300;500;0;2500;16/10/1995;0.25;M33-1_1029B2_1_S1_250-315;NA;Raw;250;315;15.8;68.65;50;1;7;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1233;Net;M33-1;M33-1_1028B1_1;M33-1_1029B2_S1;300;500;0;2500;16/10/1995;0.25;M33-1_1029B2_1_S1_315;NA;Raw;315;NA;15.8;68.65;50;1;1;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1234;Net;M33-1;M33-1_1028B1_1;M33-1_1029B3_S1;200;300;0;2500;16/10/1995;0.25;M33-1_1029B3_1_S1_100-125;NA;Raw;100;125;15.8;68.65;25;1;68;Net;0;0;0;0;0;0;2;0;0;0;0;0;0;0;34;0;0;0;0;3;1;0;0;0;8;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;12;0;0;0;0
1235;Net;M33-1;M33-1_1028B1_1;M33-1_1029B3_S1;200;300;0;2500;16/10/1995;0.25;M33-1_1029B3_1_S1_125-150;NA;Raw;125;150;15.8;68.65;25;1;24;Net;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1236;Net;M33-1;M33-1_1028B1_1;M33-1_1029B3_S1;200;300;0;2500;16/10/1995;0.25;M33-1_1029B3_1_S1_150-200;NA;Raw;150;200;15.8;68.65;25;1;4;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1237;Net;M33-1;M33-1_1028B1_1;M33-1_1029B3_S1;200;300;0;2500;16/10/1995;0.25;M33-1_1029B3_1_S1_200-250;NA;Raw;200;250;15.8;68.65;25;1;0;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1238;Net;M33-1;M33-1_1028B1_1;M33-1_1029B3_S1;200;300;0;2500;16/10/1995;0.25;M33-1_1029B3_1_S1_250-315;NA;Raw;250;315;15.8;68.65;25;1;2;Net;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
